#,Unnamed: 1
"""Местное время в Варандее"";""T"";""Po"";""P"";""Pa"";""U"";""DD"";""Ff"";""ff10"";""ff3"";""N"";""WW"";""W1"";""W2"";""Tn"";""Tx"";""Cl"";""Nh"";""H"";""Cm"";""Ch"";""VV"";""Td"";""RRR"";""tR"";""E"";""Tg"";""E'"";""sss""",
"""01.05.2023 18:00"";""-2.6"";""764.2"";""764.9"";""-2.1"";""86"";""Ветер, дующий с востока"";""6"";"""";""11"";""90  или более, но не 100%"";"" "";"""";"""";"""";""2.0"";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2500 или более, или облаков нет."";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°."";""20.0"";""-4.6"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""01.05.2023 15:00"";""0.4"";""766.3"";""766.9"";""-2.2"";""77"";""Ветер, дующий с востоко-юго-востока"";""8"";"""";""10"";""20–30%."";"" "";"""";"""";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2500 или более, или облаков нет."";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°."";""20.0"";""-3.3"";"""";"""";"""";"""";"""";""""",
"""01.05.2023 12:00"";""0.5"";""768.5"";""769.2"";""-0.8"";""75"";""Ветер, дующий с юго-востока"";""5"";"""";"""";""Облаков нет."";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";""-3.4"";"""";"""";"""";"""";"""";""""",
"""01.05.2023 09:00"";""-0.1"";""769.3"";""770.0"";""-0.9"";""70"";""Ветер, дующий с юга"";""6"";"""";"""";""20–30%."";"" "";"""";"""";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2500 или более, или облаков нет."";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°."";""20.0"";""-4.9"";"""";"""";"""";"""";"""";""""",
"""01.05.2023 06:00"";""-6.4"";""770.2"";""770.9"";""-0.9"";""76"";""Ветер, дующий с юго-востока"";""3"";"""";"""";""100%."";"" "";"""";"""";""-13.6"";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2500 или более, или облаков нет."";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перисто-слоистые, покрывающие все небо."";""20.0"";""-10.0"";""Осадков нет"";""12"";"""";"""";""Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью."";""57.0""",
"""01.05.2023 03:00"";""-9.7"";""771.1"";""771.8"";""-0.6"";""80"";""Ветер, дующий с востоко-юго-востока"";""3"";"""";"""";""60%."";"" "";"""";"""";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2500 или более, или облаков нет."";"""";""Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°."";""20.0"";""-12.5"";"""";"""";"""";"""";"""";""""",
"""01.05.2023 00:00"";""-12.5"";""771.7"";""772.2"";""-0.4"";""87"";""Ветер, дующий с востока"";""5"";"""";"""";"""";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""-14.2"";"""";"""";"""";"""";"""";""""",
"""30.04.2023 21:00"";""-11.9"";""772.1"";""772.6"";""-0.7"";""90"";""Ветер, дующий с востоко-северо-востока"";""5"";"""";""12"";""Облаков нет."";""Состояние неба в общем не изменилось. "";""Метель"";""Облака покрывали половину неба или менее в течение всего соответствующего периода."";"""";"""";"""";"""";"""";"""";"""";""20.0"";""-13.2"";"""";"""";"""";"""";"""";""""",
"""30.04.2023 18:00"";""-8.7"";""772.8"";""773.5"";""-1.0"";""90"";""Ветер, дующий с востока"";""5"";"""";""12"";""10%  или менее, но не 0"";""Состояние неба в общем не изменилось. "";""Метель"";""Облака покрывали половину неба или менее в течение всего соответствующего периода."";"""";""-7.2"";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2500 или более, или облаков нет."";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-10.1"";""Следы осадков"";""12"";"""";"""";"""";""""",
"""30.04.2023 15:00"";""-7.7"";""773.8"";""774.4"";""-0.6"";""91"";""Ветер, дующий с востока"";""7"";"""";""10"";""10%  или менее, но не 0"";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Метель"";""Облака покрывали половину неба или менее в течение всего соответствующего периода."";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2500 или более, или облаков нет."";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-9.0"";"""";"""";"""";"""";"""";""""",
"""30.04.2023 12:00"";""-7.6"";""774.4"";""775.0"";""-0.3"";""90"";""Ветер, дующий с востока"";""5"";"""";"""";""40%."";"" "";"""";"""";"""";"""";""Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды."";""40%."";""300-600"";"""";"""";""20.0"";""-9.0"";"""";"""";"""";"""";"""";""""",
"""30.04.2023 09:00"";""-9.7"";""774.7"";""775.4"";""-0.1"";""90"";""Ветер, дующий с востока"";""5"";"""";"""";""20–30%."";""Состояние неба в общем не изменилось. "";""Снег и/или другие виды твердых осадков"";""Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода."";""-11.8"";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""20–30%."";""300-600"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""10.0"";""-11.0"";"""";"""";"""";"""";"""";""""",
"""30.04.2023 06:00"";""-11.0"";""774.8"";""775.5"";""-0.2"";""90"";""Ветер, дующий с востока"";""4"";"""";"""";""100%."";""Дымка. "";""Туман или ледяной туман или сильная мгла."";""Облака покрывали более половины неба в течение всего соответствующего периода."";""-11.6"";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""100-200"";"""";"""";""1.0"";""-12.3"";""Осадков нет"";""12"";"""";"""";""Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью."";""57.0""",
"""30.04.2023 03:00"";""-9.0"";""775.0"";""775.6"";""-0.3"";""93"";""Ветер, дующий с востока"";""4"";"""";"""";""100%."";""Дымка. "";""Облака покрывали более половины неба в течение всего соответствующего периода."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""50-100"";"""";"""";""4.0"";""-9.9"";"""";"""";"""";"""";"""";""""",
"""30.04.2023 00:00"";""-9.3"";""775.3"";""775.9"";""0.3"";""93"";""Ветер, дующий с востока"";""3"";"""";"""";""100%."";"" "";"""";"""";"""";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""100-200"";"""";"""";""20.0"";""-10.2"";"""";"""";"""";"""";"""";""""",
"""29.04.2023 21:00"";""-9.6"";""775.0"";""775.7"";""-0.2"";""89"";""Ветер, дующий с востока"";""3"";"""";"""";""90  или более, но не 100%"";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся из кучевых."";""90  или более, но не 100%"";""200-300"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-11.1"";"""";"""";"""";"""";"""";""""",
"""29.04.2023 18:00"";""-7.7"";""775.2"";""775.9"";""0.3"";""92"";""Ветер, дующий с востока"";""4"";"""";"""";""100%."";"" "";"""";"""";"""";""-5.5"";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""100-200"";"""";"""";""10.0"";""-8.8"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""29.04.2023 15:00"";""-6.3"";""774.9"";""775.6"";""0.8"";""85"";""Ветер, дующий с северо-востока"";""3"";"""";"""";""100%."";"" "";"""";"""";"""";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""300-600"";"""";"""";""10.0"";""-8.4"";"""";"""";"""";"""";"""";""""",
"""29.04.2023 12:00"";""-5.6"";""774.1"";""774.7"";""0.4"";""83"";""Ветер, дующий с севера"";""5"";"""";"""";""90  или более, но не 100%"";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся из кучевых."";""90  или более, но не 100%"";""300-600"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""10.0"";""-8.1"";"""";"""";"""";"""";"""";""""",
"""29.04.2023 09:00"";""-6.5"";""773.7"";""774.4"";""0.5"";""94"";""Ветер, дующий с северо-северо-запада"";""4"";"""";"""";""100%."";"" "";"""";"""";"""";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""100-200"";"""";"""";""10.0"";""-7.3"";"""";"""";"""";"""";"""";""""",
"""29.04.2023 06:00"";""-6.8"";""773.2"";""773.9"";""0.4"";""96"";""Ветер, дующий с северо-северо-запада"";""5"";"""";"""";""100%."";"" "";"""";"""";""-7.6"";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""100-200"";"""";"""";""10.0"";""-7.4"";""Осадков нет"";""12"";"""";"""";""Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью."";""57.0""",
"""29.04.2023 03:00"";""-7.2"";""772.8"";""773.5"";""0.5"";""91"";""Ветер, дующий с севера"";""4"";"""";"""";""100%."";"" "";"""";"""";"""";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""200-300"";"""";"""";""20.0"";""-8.4"";"""";"""";"""";"""";"""";""""",
"""29.04.2023 00:00"";""-7.0"";""772.3"";""772.9"";""0.6"";""90"";""Ветер, дующий с севера"";""5"";"""";"""";""100%."";"" "";"""";"""";"""";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""200-300"";"""";"""";""20.0"";""-8.4"";"""";"""";"""";"""";"""";""""",
"""28.04.2023 21:00"";""-6.4"";""771.7"";""772.3"";""0.8"";""88"";""Ветер, дующий с севера"";""5"";"""";"""";""100%."";""Состояние неба в общем не изменилось. "";""Снег и/или другие виды твердых осадков"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""300-600"";"""";"""";""20.0"";""-8.1"";"""";"""";"""";"""";"""";""""",
"""28.04.2023 18:00"";""-5.3"";""770.9"";""771.6"";""1.0"";""78"";""Ветер, дующий с северо-северо-востока"";""4"";"""";"""";""100%."";""Состояние неба в общем не изменилось. "";""Снег и/или другие виды твердых осадков"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";""-5.2"";""Слоисто-кучевые, образовавшиеся не из кучевых."";""100%."";""300-600"";"""";"""";""20.0"";""-8.5"";""0.2"";""12"";"""";"""";"""";""""",
"""28.04.2023 15:00"";""-5.6"";""769.9"";""770.6"";""1.3"";""82"";""Ветер, дующий с севера"";""5"";"""";"""";""100%."";""Снег непрерывный слабый в срок наблюдения. "";""Снег и/или другие виды твердых осадков"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""100%."";""600-1000"";""Высокослоистые непросвечивающие или слоисто-дождевые."";"""";""10.0"";""-8.3"";"""";"""";"""";"""";"""";""""",
"""28.04.2023 12:00"";""-5.4"";""768.6"";""769.3"";""0.9"";""83"";""Ветер, дующий с севера"";""6"";"""";"""";""100%."";""Снег непрерывный слабый в срок наблюдения. "";""Снег и/или другие виды твердых осадков"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""100%."";""300-600"";""Высокослоистые непросвечивающие или слоисто-дождевые."";"""";""20.0"";""-7.9"";"""";"""";"""";"""";"""";""""",
"""28.04.2023 09:00"";""-6.4"";""767.7"";""768.4"";""0.7"";""86"";""Ветер, дующий с севера"";""6"";"""";""10"";""100%."";""Снег непрерывный слабый в срок наблюдения. "";""Снег и/или другие виды твердых осадков"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками."";""100%."";""300-600"";""Высокослоистые непросвечивающие или слоисто-дождевые."";"""";""20.0"";""-8.4"";"""";"""";"""";"""";"""";""""",
"""28.04.2023 06:00"";""-6.8"";""767.0"";""767.7"";""0.6"";""88"";""Ветер, дующий с севера"";""7"";"""";""10"";""100%."";""Дымка. "";""Облака покрывали более половины неба в течение всего соответствующего периода."";""Облака покрывали более половины неба в течение всего соответствующего периода."";""-6.8"";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""300-600"";"""";"""";""4.0"";""-8.5"";""Осадков нет"";""12"";"""";"""";""Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью."";""56.0""",
"""28.04.2023 03:00"";""-4.3"";""766.4"";""767.1"";""0.4"";""91"";""Ветер, дующий с северо-запада"";""5"";"""";""10"";""100%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""100%."";""300-600"";"""";"""";""10.0"";""-5.5"";"""";"""";"""";"""";"""";""""",
"""28.04.2023 00:00"";""-3.6"";""766.0"";""766.6"";""0.3"";""87"";""Ветер, дующий с северо-северо-запада"";""6"";"""";"""";""100%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""100%."";""300-600"";"""";"""";""20.0"";""-5.5"";"""";"""";"""";"""";"""";""""",
"""27.04.2023 21:00"";""-4.1"";""765.7"";""766.3"";""0.7"";""91"";""Ветер, дующий с севера"";""4"";"""";""10"";""90  или более, но не 100%"";""Состояние неба в общем не изменилось. "";""Метель"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""90  или более, но не 100%"";""300-600"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-5.3"";"""";"""";"""";"""";"""";""""",
"""27.04.2023 18:00"";""-3.8"";""765.0"";""765.7"";""1.6"";""88"";""Ветер, дующий с северо-северо-востока"";""6"";"""";""11"";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Метель"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";""-1.1"";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""300-600"";"""";"""";""10.0"";""-5.5"";""Следы осадков"";""12"";"""";"""";"""";""""",
"""27.04.2023 15:00"";""-1.9"";""763.4"";""764.1"";""2.1"";""81"";""Ветер, дующий с северо-северо-востока"";""8"";"""";""12"";""70 – 80%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Метель"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""70 – 80%."";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-4.7"";"""";"""";"""";"""";"""";""""",
"""27.04.2023 12:00"";""-1.1"";""761.3"";""762.0"";""2.2"";""90"";""Ветер, дующий с северо-северо-востока"";""8"";""10"";""12"";""90  или более, но не 100%"";""Состояние неба в общем не изменилось. "";""Метель"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""90  или более, но не 100%"";""200-300"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-2.6"";"""";"""";"""";"""";"""";""""",
"""27.04.2023 09:00"";""-3.1"";""759.1"";""759.7"";""2.7"";""94"";""Ветер, дующий с северо-северо-востока"";""9"";""11"";""13"";""70 – 80%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Снег и/или другие виды твердых осадков"";""Метель"";"""";"""";""Слоисто-кучевые, образовавшиеся из кучевых."";""70 – 80%."";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""10.0"";""-4.0"";"""";"""";"""";"""";"""";""""",
"""27.04.2023 06:00"";""-2.6"";""756.4"";""757.1"";""1.2"";""96"";""Ветер, дующий с севера"";""10"";""12"";""14"";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Снег и/или другие виды твердых осадков"";""Метель"";""-5.5"";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""200-300"";"""";"""";""10.0"";""-3.2"";""1.0"";""12"";"""";"""";""Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью."";""56.0""",
"""27.04.2023 03:00"";""-2.5"";""755.2"";""755.8"";""0.0"";""97"";""Ветер, дующий с западо-северо-запада"";""4"";"""";"""";""100%."";""Снег непрерывный умеренный в срок наблюдения. "";""Снег и/или другие виды твердых осадков"";""Метель"";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""100%."";""600-1000"";""Высокослоистые непросвечивающие или слоисто-дождевые."";"""";""2.0"";""-2.9"";"""";"""";"""";"""";"""";""""",
"""27.04.2023 00:00"";""-2.7"";""755.2"";""755.8"";""-0.2"";""96"";""Ветер, дующий с юго-запада"";""4"";"""";"""";""100%."";""Снег непрерывный умеренный в срок наблюдения. "";""Снег и/или другие виды твердых осадков"";""Метель"";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""100%."";""300-600"";""Высокослоистые непросвечивающие или слоисто-дождевые."";"""";""4.0"";""-3.2"";"""";"""";"""";"""";"""";""""",
"""26.04.2023 21:00"";""-1.4"";""755.4"";""756.0"";""-1.6"";""98"";""Ветер, дующий с западо-северо-запада"";""7"";"""";"""";""100%."";""Снег непрерывный сильный в срок наблюдения. "";""Снег и/или другие виды твердых осадков"";""Метель"";"""";"""";""Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками."";""100%."";""200-300"";""Высокослоистые непросвечивающие или слоисто-дождевые."";"""";""1.0"";""-1.7"";"""";"""";"""";"""";"""";""""",
"""26.04.2023 18:00"";""-0.8"";""757.0"";""757.6"";""-1.3"";""98"";""Ветер, дующий с юго-запада"";""11"";""13"";""14"";""100%."";""Снег непрерывный сильный в срок наблюдения. "";""Снег и/или другие виды твердых осадков"";""Метель"";"""";""-0.1"";""Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками."";""100%."";""200-300"";""Высокослоистые непросвечивающие или слоисто-дождевые."";"""";""1.0"";""-1.1"";""0.2"";""12"";"""";"""";"""";""""",
"""26.04.2023 15:00"";""-0.4"";""758.3"";""759.0"";""-0.5"";""91"";""Ветер, дующий с юго-запада"";""11"";""12"";""13"";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Метель"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоисто-кучевые, образовавшиеся из кучевых."";""20–30%."";""600-1000"";""Высококучевые башенкообразные или хлопьевидные."";""Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них."";""10.0"";""-1.7"";"""";"""";"""";"""";"""";""""",
"""26.04.2023 12:00"";""-0.6"";""758.8"";""759.4"";""0.6"";""89"";""Ветер, дующий с западо-юго-запада"";""9"";""10"";""11"";""70 – 80%."";""Состояние неба в общем не изменилось. "";""Метель"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоисто-кучевые, образовавшиеся из кучевых."";""20–30%."";""600-1000"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°."";""10.0"";""-2.2"";"""";"""";"""";"""";"""";""""",
"""26.04.2023 09:00"";""-1.2"";""758.2"";""758.8"";""0.9"";""92"";""Ветер, дующий с западо-юго-запада"";""9"";""11"";""16"";""70 – 80%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Ливень (ливни)."";""Снег и/или другие виды твердых осадков"";"""";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""70 – 80%."";""300-600"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""10.0"";""-2.3"";"""";"""";"""";"""";"""";""""",
"""26.04.2023 06:00"";""-3.0"";""757.3"";""757.9"";""-0.4"";""95"";""Ветер, дующий с юго-запада"";""13"";""15"";""16"";""90  или более, но не 100%"";""Слабая или умеренная снежная низовая метель в целом высокая (выше уровня глаз наблюдателя). "";""Снег и/или другие виды твердых осадков"";""Метель"";""-8.6"";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""90  или более, но не 100%"";""300-600"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""2.0"";""-3.7"";""0.6"";""12"";"""";"""";""Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью."";""56.0""",
"""26.04.2023 03:00"";""-7.0"";""757.7"";""758.4"";""-0.9"";""93"";""Ветер, дующий с юго-юго-запада"";""11"";""13"";""13"";""90  или более, но не 100%"";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Метель"";""Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода."";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2000-2500"";""Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""10.0"";""-8.0"";"""";"""";"""";"""";""""",""""""
"""26.04.2023 00:00"";""-6.8"";""758.6"";""759.3"";""-0.2"";""93"";""Ветер, дующий с юго-юго-запада"";""9"";""11"";""12"";""40%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Метель"";""Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода."";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2500 или более, или облаков нет."";""Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-7.8"";"""";"""";"""";"""";"""";""""",
"""25.04.2023 21:00"";""-4.4"";""758.8"";""759.4"";""0.6"";""94"";""Ветер, дующий с юго-запада"";""9"";""10"";""14"";""60%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Метель"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""60%."";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""10.0"";""-5.2"";"""";"""";"""";"""";"""";""""",
"""25.04.2023 18:00"";""-1.1"";""758.2"";""758.9"";""0.4"";""92"";""Ветер, дующий с юго-запада"";""11"";""14"";""14"";""70 – 80%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Метель"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";""-0.6"";""Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них."";""70 – 80%."";""300-600"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-2.2"";""Следы осадков"";""12"";"""";"""";"""";""""",
"""25.04.2023 15:00"";""-1.5"";""757.8"";""758.5"";""1.4"";""94"";""Ветер, дующий с западо-юго-запада"";""9"";""11"";""13"";""60%."";""Состояние неба в общем не изменилось. "";""Снег и/или другие виды твердых осадков"";""Метель"";"""";"""";""Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды."";""60%."";""200-300"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-2.4"";"""";"""";"""";"""";"""";""""",
"""25.04.2023 12:00"";""-2.5"";""756.4"";""757.0"";""1.3"";""95"";""Ветер, дующий с юго-запада"";""9"";"""";""12"";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Снег и/или другие виды твердых осадков"";""Метель"";"""";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""200-300"";"""";"""";""10.0"";""-3.2"";"""";"""";"""";"""";"""";""""",
"""25.04.2023 09:00"";""-3.4"";""755.1"";""755.8"";""0.8"";""96"";""Ветер, дующий с западо-юго-запада"";""8"";""10"";""10"";""100%."";""Снег непрерывный слабый в срок наблюдения. "";""Снег и/или другие виды твердых осадков"";""Метель"";"""";"""";""Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками."";""100%."";""200-300"";""Высокослоистые непросвечивающие или слоисто-дождевые."";"""";""2.0"";""-3.9"";"""";"""";"""";"""";"""";""""",
"""25.04.2023 06:00"";""-7.0"";""754.3"";""754.9"";""0.7"";""94"";""Ветер, дующий с юго-юго-запада"";""7"";"""";"""";""100%."";""Дымка. "";""Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода."";""Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода."";""-10.8"";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""50-100"";"""";"""";""4.0"";""-7.8"";""Осадков нет"";""12"";"""";"""";""Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью."";""56.0""",
